,id,keywords,review count
463,Of2BiPoNHUXyoTh2jwPLVA,"['chips', 'chilli', 'full', 'ice tea', 'inside', 'expensive', 'oyster', 'delish', 'visit', 'steak', 'portion', 'brownies', 'tentative', 'spicy wings', 'soft', 'waiter', 'experience', 'restaurant', 'vanilla ice cream', 'refilled', 'visit singapore']",3
464,ymiohz-DlNLHGAlXbVhw5A,"['warm', 'dining area', 'guac', 'portions', 'heat', 'full', 'business lunch', 'filter coffee', 'variety', 'options', 'singapore standards', 'mbs', 'flavor', 'celebrating', 'bit overpriced', 'put', 'chicken rice', 'baked goods', 'teeming', 'explain', 'meals', 'fish', 'crispy', 'brunch', 'fame', 'consistent', 'spot', 'guinness', 'goodness', 'forced', 'eggs benedict', 'clean', 'guess', 'orchard', 'group', 'show', 'solid stars', 'terms', 'braised pork', 'refill', 'food', 'lunch', 'noodles', 'chinese restaurants', 'heard', 'wife', 'money', 'chef', 'alternative', 'opposed', 'drinks', 'fine', 'bit spotty', 'chorizo', 'deserves', 'beef tartare', 'chicken', 'beans', 'cafe', 'expectations', 'thicker', 'chips', 'interpretation', 'crab dumplings', 'refilling', 'idlis', 'prices', 'singapore', 'seating', 'service', 'cool', 'treat', 'premium', 'backdrop', 'impressed', 'give', 'baked eggs', 'cake', 'view', 'food court', 'cheap', 'dinner', 'standards', 'unattentive', 'bit', 'knocked', 'mighty', 'tiramisu', 'meat platter', 'improve', 'veggies', 'grab', 'compared', 'teas', 'superb', 'dessert options', 'unknown', 'stretch', 'pastries', 'bunch', 'panna cotta', 'special occasion', 'rice', 'surely', 'cbd', 'kaya toast', 'seat', 'bakery', 'texture', 'sound', 'expensive', 'fresh', 'people standing', 'stars', 'bit tricky', 'quesadilla', 'liquidy', 'favorite part', 'bit raw', 'chutneys', 'meal', 'discomfort', 'surprise', 'music', 'dishes', 'sauce', 'mediterranean food', 'booked', 'bit undercooked', 'brew', 'coffees', 'amuse bouche', 'sit', 'super expensive', 'flavors', 'forever', 'expected', 'hang', 'ambience', 'park', 'places', 'form', 'impeccable', 'suits', 'restaurant', 'michelin star', 'weekday night', 'church', 'hits', 'menu', 'hawker center', 'ice cream', 'famous chicken rice', 'michelin star restaurant', 'taste', 'dosa', 'dessert', 'gave', 'rubbery', 'art', 'desserts', 'drink', 'place', 'order', 'single taco', 'converted', 'south indian food', 'appetizers', 'coffee', 'stepping', 'india', 'cuisines', 'water', 'beer', 'palate', 'sweet spot', 'ladies fingers', 'singapore skyline', 'standing', 'live', 'views', 'complements', 'hunger', 'location', 'neat', 'portland', 'star', 'recommended', 'brunch place', 'levels', 'reminded', 'finesse', 'coffee place', 'crowd', 'heart', 'multiple', 'occasion', 'french cuisine', 'stopped', 'spectacular', 'head', 'resident', 'celebration', 'expecting', 'celebrate', 'means', 'nachos', 'latte', 'appetizer', 'play', 'botanical gardens', 'middle', 'asian food', 'fuss', 'finish', 'latte art', 'pricey', 'miss', 'cantonese food', 'fragrant', 'decor', 'mall', 'line', 'ahead']",25
465,cgMqDLZPOdUDqufAP8jyfg,"['bottles', 'tendons', 'portions', 'beef', 'version', 'level', 'duxton hill', 'skip', 'highlight', 'sunny', 'crispy', 'fish', 'classy', 'pair', 'spot', 'al dente', 'premises', 'bacon', 'heavier', 'shophouses', 'made', 'salmon', 'requests', 'montana brew bar', 'dough', 'food', 'preferred', 'changed', 'secret recipe', 'generous', 'reason', 'skin', 'project', 'pool', 'chef', 'improvement', 'suggest', 'marinades', 'concepts', 'night', 'dish', 'chicken', 'rest', 'calories', 'guessed', 'foodie', 'absorb', 'attentive', 'rating', 'crabmeat', 'packed', 'oily', 'revamped', 'colleagues', 'info', 'healthier choice', 'flaky', 'feel free', 'lotus leaf', 'plate', 'suckling pig', 'view', 'stepped', 'roof', 'fish sauce', 'savoury', 'pastas', 'meat texture', 'trust', 'people', 'slices', 'add', 'trotter', 'founder', 'improve', 'appetizing', 'drizzled', 'target', 'minimal', 'yu sheng', 'poached egg', 'yuzu', 'standard', 'kimchi', 'part', 'undercooked', 'moved', 'stretch', 'overpowering', 'remember', 'leave', 'aroma', 'pastry', 'rice', 'existence', 'meat', 'zesty taste', 'wow', 'pomo', 'tossing', 'bland', 'texture', 'size', 'montana', 'pizzas', 'cosy place', 'walls', 'penne', 'parts', 'sweetness', 'chinese sausages', 'brew', 'sommelier', 'center', 'spiciness', 'option', 'change', 'egg', 'forever', 'waffles', 'pig', 'diluted', 'mandarin', 'wines', 'chill', 'strength', 'room', 'vodka', 'blend', 'menu', 'history', 'taste', 'gave', 'place', 'order', 'dip', 'moment', 'lack', 'coffee', 'crisp', 'unnecessary', 'told', 'dry', 'pasta', 'white', 'tough', 'filling', 'pomelo', 'spiced', 'shop', 'surprised', 'walk', 'visible', 'melt', 'cha', 'portion', 'throw', 'soft', 'fork', 'teach', 'environment', 'collagen', 'truffle smell', 'tiny', 'head', 'totally', 'mild', 'wine cellar', 'snack', 'inconsistency', 'commonly', 'overdone', 'cny', 'enjoying', 'tender', 'felt', 'opinions', 'contact', 'wine', 'occupied', 'mushroom', 'spicy', 'cafe food', 'break', 'relax', 'dried shrimps', 'seldom']",3
466,nOVDFiHES_GasTGkY910Vg,"['variety', 'infinity pool', 'seating', 'service', 'foods', 'attitude', 'center', 'types', 'chinatown', 'view', 'city', 'smile', 'fast service', 'experience', 'price', 'food', 'area', 'atmosphere', 'overpriced', 'fast', 'place', 'deserts', 'stars', 'basement level']",3
467,Ctrp5IoEKHkixDSIyYHDpw,"['white', 'portions', 'bland', 'cheaper', 'inside', 'prices', 'fresh', 'runny', 'service', 'hollandaise', 'brunch', 'blandness', 'sadly', 'story', 'sausage', 'toby', 'people', 'toasted', 'americano', 'plenty', 'food', 'atmosphere', 'pricey', 'unremarkable', 'place', 'sourdough', 'group therapy', 'eggs', 'coffee', 'whites', 'couches', 'toast']",3
468,cpNiPqgJunSq4yh2l9cRfg,"['portions', 'singapore standards', 'reviewers', 'skip', 'thai food', 'intending', 'lousy', 'paper napkins', 'bother', 'spoons', 'inflated', 'doors', 'food standard', 'friend', 'spite', 'wanted', 'guess', 'westerners', 'made', 'walked', 'living', 'refill', 'food', 'indian food', 'reason', 'based', 'money', 'plethora', 'sit inside', 'sized portions', 'dish', 'created', 'chicken', 'cabbage', 'week', 'knowledge', 'rip', 'singapore', 'shared', 'service', 'maintain', 'charging', 'rudely', 'wondered', 'cake', 'plate', 'notches', 'view', 'city', 'understand', 'website', 'culture', 'people', 'initiative', 'add', 'compared', 'area', 'standard', 'moved', 'outstanding', 'remember', 'lets', 'rice', 'coconut milk', 'meat', 'steamboat', 'charged', 'restaurants', 'inattentive service', 'bland', 'offer', 'early', 'hotpot', 'japan', 'single', 'meal', 'spent', 'appalling', 'dishes', 'norm', 'egg', 'crowds', 'larger', 'unhappy', 'cost', 'watery', 'flavorless', 'experience', 'form', 'presented', 'restaurant', 'matter', 'hot', 'fried fish', 'overpriced', 'taste', 'place', 'indian restaurants', 'body', 'inform', 'settled', 'vegetables', 'dry', 'versions', 'waitress', 'mediocre food', 'town', 'pork', 'years', 'idea', 'levels', 'rival', 'air conditioner', 'overrated', 'contrast', 'mediocre', 'spread', 'ingredients', 'chinese', 'brought', 'fish chicken', 'fish cake', 'excuse', 'type', 'soup', 'knew', 'seafood', 'diners', 'pathetic', 'tiny', 'density', 'price', 'bali', 'serangoon road', 'leaves', 'appalling service', 'service standards', 'felt', 'oven', 'buffet', 'boiling', 'tastier', 'fact', 'wrong', 'online', 'read', 'true', 'additional cost']",4
469,FjSvQFoqw4ewukV42kUxPw,"['beef', 'frills', 'greasy', 'dish', 'place based', 'option', 'make', 'wanted', 'traditionally', 'arab street area', 'orchard', 'places', 'flavorless', 'sultan mosque', 'tea', 'forward', 'trip', 'versed', 'skin', 'place', 'hawker market', 'reviews', 'rice', 'conveniently located', 'lively', 'sigh', 'variations']",2
470,j21GdRmmPI2vzVVxaYpKbg,"['portions', 'guessing', 'note', 'beef', 'iced', 'level', 'mbs', 'skip', 'evident', 'fried items', 'combination', 'chic', 'hindsight', 'onion', 'explain', 'toppings', 'meals', 'voila', 'friday', 'restaurant serves', 'easily', 'salad', 'ramen shop', 'tasteless', 'fusion', 'day', 'skewed', 'cheese', 'black beans', 'tad', 'cutting', 'stronger', 'reservation', 'mind paying', 'cos', 'hands', 'yup', 'terms', 'entire life', 'mexican restaurants', 'efficient', 'food', 'forward', 'alfresco dining', 'banana bread', 'suitable', 'shopping', 'drank', 'adding', 'feels', 'reason', 'heard', 'oysters', 'majority', 'earn', 'judging', 'grandma', 'humid', 'colour', 'upscale', 'local', 'night', 'yolo', 'items', 'dish', 'weekend crowd', 'set meal', 'sweets', 'shaw', 'relaxing', 'wet', 'week', 'crew', 'tomato', 'turn', 'soo', 'healthy meal', 'thinking', 'peach', 'singapore', 'ranks', 'start', 'purpose', 'service', 'mins', 'venture', 'curry rice', 'oily', 'cooks', 'healthy', 'swear', 'escargots', 'dining', 'nicer', 'refreshing', 'minutes', 'give', 'mood', 'flour', 'description', 'uncooked', 'case', 'searching', 'make', 'guacamole', 'build', 'episode', 'building', 'bit', 'people', 'palette', 'tea', 'fullness', 'dropped', 'compared', 'mango', 'vibe', 'friday night', 'area', 'mint', 'blends', 'standard', 'straws', 'burgers', 'nope', 'air conditioned', 'russian', 'part', 'haha', 'till', 'outstanding', 'hit', 'seats', 'base', 'kitchen', 'healthy food', 'rice', 'mega', 'helped', 'interior', 'exact', 'seat', 'pizza', 'charged', 'preference', 'spit', 'restaurants', 'bitter', 'accommodating', 'texture', 'fresh', 'pity', 'stars', 'chicken katsu', 'burger', 'beef steak', 'meal', 'bite', 'defeats', 'sweetness', 'preparation', 'delivery', 'ordering', 'dishes', 'muscles', 'tip', 'singaporean', 'sense', 'scallop', 'sauce', 'lady boss', 'spiciness', 'outlets', 'change', 'ps', 'vicinity', 'hospitable', 'interior decor', 'hot chocolate', 'heaven', 'foreigners', 'experience', 'form', 'hot plate', 'spice level', 'queue', 'beef stew', 'restaurant', 'balanced', 'menu', 'dons', 'members', 'scale', 'sweet', 'ur', 'chain', 'intriguing', 'taste', 'fast', 'dessert', 'kaisendon', 'year', 'place', 'drink', 'order', 'reviews', 'truffle', 'chance', 'removed', 'cuisines', 'water', 'plain', 'pita bread', 'palate', 'concoction', 'entire meal', 'beer', 'gym', 'hint', 'saturday afternoon', 'draw', 'mash', 'movie', 'squid ink spaghetti', 'buffalo wings', 'pork', 'kebab', 'thumbs', 'star', 'observed', 'surprising', 'google', 'craving', 'suited', 'bomb', 'mediocre', 'spread', 'month', 'horror', 'portion', 'mussels', 'sushi', 'taste buds', 'crowd', 'attitude', 'soup', 'soft', 'seafood', 'ramen', 'fair bit', 'fuss free', 'collection', 'straw', 'source', 'chicken enchiladas', 'stiff', 'isetan', 'switch', 'basil chicken', 'fan', 'coconut water', 'waiter', 'locals', 'fats', 'serve', 'nachos', 'realised', 'snack', 'western', 'extended', 'middle', 'raspberry', 'present', 'chunky', 'dining experience', 'wanna', 'soggy', 'called', 'liking', 'single dish', 'felt', 'buffet', 'margarita', 'disappointment', 'mexican', 'half star', 'contact', 'spicy', 'wrong', 'fried chicken', 'break', 'staffed', 'number', 'truffle fries', 'line', 'ahead']",13
471,5KibiQBLrIKGIc6VIYxhaw,"['overjoyed', 'truffle oil', 'missing', 'singapore standards', 'skip', 'par', 'managed', 'period', 'espresso', 'manager', 'sunday', 'priced', 'fooled', 'consistent', 'rarely', 'beverly hills', 'spot', 'salad', 'day', 'lots', 'retreat', 'made', 'fridge', 'zoo', 'food', 'red dot', 'detail', 'fill', 'cupcakes', 'cheeses', 'sad', 'drinks', 'picked', 'today', 'pleasure', 'night', 'occasionally', 'smoke', 'san francisco', 'relaxing', 'rest', 'evening', 'start', 'singapore', 'service', 'cool', 'packed', 'modest', 'pick', 'tarts', 'sweater', 'impressed', 'minutes', 'opened', 'give', 'confusion', 'duty', 'smokey', 'rushing', 'make', 'dinner', 'stand', 'people', 'ambiance', 'salads', 'patio', 'trip', 'raise', 'hit', 'smoking', 'service team', 'pastries', 'grilled veggies', 'western food', 'air con', 'customers', 'grab lunch', 'wine list', 'meat', 'cocktail', 'unexpected', 'die', 'ciabatta', 'carrot cake', 'meal', 'throngs', 'bakeries', 'dishes', 'singaporean', 'perfection', 'exceptionally', 'scene', 'kinda', 'croissant', 'hang', 'stay', 'world', 'brains', 'places', 'substitution', 'restaurant', 'store', 'vegetarian', 'menu', 'empty', 'figure', 'dessert', 'taste', 'desserts', 'calibre', 'half', 'order', 'open air', 'live', 'lunch menu', 'town', 'fries', 'years', 'breakfast', 'appearances', 'convert', 'menu items', 'remotely', 'star rating', 'consistently', 'decided', 'soup', 'sat', 'notch', 'mentioned', 'fan', 'cafes', 'lunches', 'recipe', 'mark', 'oil', 'brunch food', 'serve', 'business', 'western', 'trees', 'slip', 'staff', 'lengths', 'setting', 'pricey', 'rely', 'morning', 'brunches', 'miss', 'wine', 'cookies', 'wrong', 'butter', 'casual setting', 'line', 'audacity']",7
472,YmBVqfT9_zYWd-3TkYR6jw,"['plump', 'sake', 'weekday', 'free glass', 'size', 'check', 'hype', 'singapore', 'juicy', 'rolls', 'chicken rice', 'promotions', 'avocado', 'mediocre', 'eel', 'give', 'wednesday', 'sushi', 'day', 'soup', 'handed', 'tempura', 'episode', 'roll', 'located', 'salmon sashimi', 'dinner', 'disappointing', 'places', 'tiny', 'cost', 'maxwell hawker center', 'fyi', 'anthony bourdain', 'salmon roll', 'salmon', 'weekends', 'food', 'seared salmon', 'seated', 'choices', 'stall', 'place', 'order', 'tastes', 'pad thai', 'tian tian', 'green tea', 'yelp', 'line', 'limiting', 'chicken rice stall']",3
473,sbmV7dfi3KtiMvRVmrL1-w,"['understaffed', 'deteriorated', 'waitresses', 'dry', 'peranakan food', 'waitress', 'fresh', 'recently', 'service', 'visit', 'orders', 'color', 'impressed', 'peranakan museum', 'priced', 'restaurant', 'food', 'setting', 'wrapping', 'door', 'smiling', 'rice', 'service staff', 'existence', 'meat', 'vegetables', 'garden']",3
474,HRogYuuae1e-Z6EMVQsReg,"['burger place', 'burger fries', 'wished', 'gin spirit', 'canada', 'seasoned', 'sushi restaurant', 'forgettable', 'french toast', 'people watching', 'day', 'robertson quay', 'walked', 'bigger', 'lunch', 'plenty', 'food', 'fill', 'damn', 'drinks', 'super loco', 'night', 'rating', 'singapore', 'delicate', 'packed', 'expensive place', 'mood', 'make', 'understand', 'mind', 'awe', 'bit', 'flight', 'bar', 'sweet dessert', 'bottle', 'pleasantly surprised', 'remember', 'ridiculous', 'overboard', 'dumplings', 'wow', 'favour', 'expensive', 'tacos', 'visit', 'burger', 'bite', 'pork tacos', 'meal', 'bit pushy', 'spoiled', 'music', 'pork bun', 'sit', 'clarke quay', 'hang', 'watch', 'churros', 'octopus', 'sweet', 'starter', 'overpriced', 'cool place', 'place', 'beer', 'hovered', 'char', 'admit', 'fries', 'craving', 'surprised', 'give stars', 'conveniently located', 'decided', 'rivals', 'knew', 'rainy day', 'ultimately', 'superior', 'middle', 'finish', 'staff', 'margarita', 'wrong', 'smells', 'stars', 'fish tacos']",7
475,qqL-7kjfaacRHyoJx3yS_g,"['deserves', 'keeping', 'full', 'syrup', 'flavor', 'singapore', 'party', 'dilute', 'service', 'buns', 'melt', 'beast', 'hopes', 'sauce', 'give', 'kid', 'hat', 'live music', 'girl', 'option', 'chili crab', 'clams', 'make', 'specializes', 'sat', 'disappointing', 'speakers', 'places', 'comparison', 'hawker centre', 'people', 'kids', 'kick', 'eggs florentine', 'hunt', 'young', 'restaurant', 'berg', 'food', 'burgers', 'drink alcohol', 'loud', 'employees', 'reminds', 'smoked', 'lost', 'catch', 'disappointment', 'southern', 'families', 'place', 'miss', 'adults', 'dip', 'chef', 'hear', 'drinks', 'order', 'agreed', 'husband', 'speaking', 'chat', 'minute', 'pizza', 'steamed buns', 'usa', 'read', 'perspective', 'smokers', 'stars', 'chicken']",5
476,KFZISl5mOUJ6bu3qCUrO-g,"['talk', 'hungry', 'chili sauce', 'thicker', 'recommendations', 'giant', 'check', 'prices', 'sri lankan crabs', 'singapore', 'person', 'service charge', 'crab meat', 'stuff', 'juicy', 'describe', 'eaten', 'crab', 'dollars', 'bustling', 'locations', 'eats', 'view', 'xlb', 'chili crab', 'city', 'friend', 'family', 'man', 'total', 'practically', 'mind', 'group', 'people', 'fan', 'chewier', 'tea', 'dipping sauce', 'waters', 'compared', 'naturally', 'means', 'jumbo seafood', 'tack', 'plenty', 'food', 'states', 'trip', 'hotel', 'sweet', 'tender', 'emailed', 'juices', 'heard', 'skin', 'wife', 'ton', 'place', 'list', 'fried', 'washed', 'spicy', 'night', 'talking', 'found', 'pizza', 'closer', 'outdoor']",2
477,6hpDhGccbJ0jCWiBUi3mOQ,"['ribs', 'week', 'blame', 'sour taste', 'marinated', 'shrunk', 'recommended', 'service', 'pork', 'burger', 'visit', 'buns', 'toppings', 'salad', 'spending', 'largely', 'omakase burger', 'melts', 'egg', 'generous portion', 'set meals', 'pax', 'food', 'tub', 'finish', 'japanese food', 'money', 'place', 'missus', 'items', 'ramen fix', 'mouth']",4
478,wr68eyADJbJkLgZfKoiJhg,"['midnight', 'evening', 'expensive', 'downtown', 'reality', 'singapore', 'early', 'flavor', 'opens', 'residents', 'afternoon', 'crab', 'provide', 'mutton biryani', 'foods', 'bringing', 'feed', 'care', 'crowded', 'ending', 'ugly', 'day', 'soup', 'sit', 'fighting', 'lots', 'family', 'make', 'people sitting', 'spicy crab', 'stay', 'feel', 'guess', 'dinner', 'coconut rice', 'people', 'traditional food', 'hand', 'smells', 'restaurant', 'area', 'food', 'feeding', 'casually', 'worry', 'sweet', 'hotel', 'reminds', 'choices', 'journey', 'place', 'fried', 'spicy', 'otah', 'fine', 'homesick', 'laksa', 'india', 'chicken murtabak', 'night', 'egg tart', 'line']",7
479,oYgI-4jEZzuz8hCYKXaHTw,"['inside', 'deliver', 'watered', 'apologies', 'call', 'bother', 'salad', 'line', 'curry', 'smaller', 'typically', 'river', 'bill', 'chili crab', 'reservation', 'guess', 'group', 'jumbo', 'made', 'plenty', 'annoying', 'lunch', 'peak', 'food', 'enter', 'seated', 'days', 'peanuts', 'charge', 'glad', 'items', 'yelp', 'chicken', 'action', 'weeknight', 'singapore', 'service', 'ready', 'end', 'view', 'make', 'requested', 'casual', 'dinner', 'names', 'noticed', 'stand', 'tea', 'veggies', 'chain', 'chili', 'standard', 'atmosphere', 'lets', 'locally', 'found', 'set menu', 'arrive', 'recommendations', 'familiar', 'checkout', 'visit', 'mushroom sauce', 'inconvenient', 'date night', 'crab', 'advice', 'roasted chicken', 'sauce', 'riverside', 'option', 'ppl', 'worked', 'places', 'week trip', 'easier', 'concerned', 'experience', 'shrimp fried rice', 'restaurant', 'place', 'order', 'removed', 'told', 'pepper crab', 'realized', 'weird', 'location', 'recommended', 'moist', 'quay', 'deceiving', 'brought', 'occasion', 'necessarily', 'needed', 'selling', 'sat', 'filled', 'price', 'finish', 'hotel', 'felt', 'hear', 'mall', 'called']",5
480,Lq_Mwj5zhxgCbs43vz9tyg,"['cocktails', 'filling', 'singapore standards', 'fresh', 'complement', 'singapore', 'service', 'cool', 'nutella', 'mains', 'hipster', 'reminded', 'posh', 'lemony', 'butter', 'seafood', 'combinations', 'fast service', 'ambience', 'tiny', 'people', 'bit', 'toasted', 'return', 'texan', 'knife', 'food', 'burgers', 'bagels', 'noodles', 'trip', 'boston', 'jug', 'glasses', 'favorite', 'margarita', 'choices', 'bit overpowering', 'place', 'garlic', 'fried', 'coffee', 'garlicky', 'night', 'comforting', 'cafe iguana', 'plain', 'gosh', 'dish', 'portion size', 'san francisco']",4
481,D1QrGYT6Mo8OdwzjO9oQ2w,"['cafe', 'prawn noodles', 'ventilation', 'seating', 'bbq', 'private rooms', 'delightful', 'smell', 'army', 'korean food', 'feed', 'afternoons', 'sides', 'people', 'restaurant', 'koreans', 'store', 'food', 'latte art', 'enjoying', 'baguette', 'sugar', 'stop', 'narrow', 'coffee', 'prepared', 'navigate', 'line', 'soul']",3
